ID Calon Mahasiswa,NISN,NIK,Nama Calon Mahasiswa,Email,No Telepon,Agama,Alamat,Jenis Kelamin,Tempat Tanggal Lahir,Tahun Lulus,Asal Sekolah
CM000630,3144069705,7171004376981321,Mira Rasyid,mira.rasyid6052@gmail.com,082160237951,Islam,"Jl. Hayam Wuruk No.170, RT 16/RW 02, Manado, Sulawesi Utara",Perempuan,"Manado, 23/04/2007",2024,SMK Negeri Plus Manado
CM000631,8645913344,1374563140992896,Tika Santoso,tika.santoso9433@gmail.com,089615695658,Islam,"Jl. Brigjen Katamso No.33, RT 13/RW 06, Payakumbuh, Sumatera Barat",Perempuan,"Payakumbuh, 04/02/2007",2024,SMA Negeri 1 Payakumbuh
CM000632,5758994832,1872078321179861,Xena Nugraha,xena.nugraha4648@gmail.com,082284634298,Islam,"Jl. Gatot Subroto No.11, RT 04/RW 08, Metro, Lampung",Perempuan,"Metro, 23/12/2005",2022,SMK Swasta 14 Metro
CM000633,0132098018,5271559343131669,Yoga Halim,yoga.halim5422@gmail.com,081242502200,Islam,"Jl. Imam Bonjol No.3, RT 11/RW 01, Mataram, Nusa Tenggara Barat",Laki-laki,"Mataram, 04/05/2007",2025,SMK Swasta Muhammadiyah Mataram
CM000634,1046193364,3202765640366403,Cahyo Oktaviani,cahyo.oktaviani3764@gmail.com,085394920928,Islam,"Jl. Diponegoro No.185, RT 14/RW 10, Sukabumi, Jawa Barat",Laki-laki,"Sukabumi, 21/07/2008",2025,SMAN 14 Sukabumi
CM000635,9007361367,3402393906705168,Tika Mahendra,tika.mahendra695@gmail.com,085802908550,Islam,"Jl. Sisingamangaraja No.122, RT 06/RW 07, Bantul, DI Yogyakarta",Perempuan,"Bantul, 24/04/2005",2022,SMK Negeri Sudirman Bantul
CM000636,5543711450,3273594656610693,Rara Ramadhan,rara.ramadhan5095@gmail.com,083853755715,Islam,"Jl. Diponegoro No.63, RT 11/RW 03, Bandung, Jawa Barat",Perempuan,"Bandung, 28/03/2004",2023,MA Swasta 10 Bandung
CM000637,4638646309,3674576246728883,Ferry Purnomo,ferry.purnomo3467@gmail.com,081625243328,Islam,"Jl. Tentara Pelajar No.177, RT 11/RW 03, Tangerang Selatan, Banten",Laki-laki,"Tangerang Selatan, 16/02/2008",2025,SMK Negeri Nusantara Tangerang Selatan
CM000638,7095435275,6472980295860140,Dina Putranto,dina.putranto9474@gmail.com,082359709736,Islam,"Jl. Tentara Pelajar No.109, RT 12/RW 01, Balikpapan, Kalimantan Timur",Perempuan,"Balikpapan, 13/09/2005",2024,SMA Negeri Al-Azhar Balikpapan
CM000639,4119082962,1275964648829046,Ummu Manurung,ummu.manurung1598@gmail.com,082308863560,Katolik,"Jl. Panglima Besar No.50, RT 01/RW 01, Medan, Sumatera Utara",Perempuan,"Medan, 13/07/2007",2025,MA Negeri 20 Medan
CM000640,6207092127,3319345015403958,Binar Hermawan,binar.hermawan2541@gmail.com,089905265027,Islam,"Jl. Soekarno Hatta No.88, RT 10/RW 01, Kudus, Jawa Tengah",Perempuan,"Kudus, 14/03/2008",2025,SMK Negeri Pancasila Kudus
CM000641,3279600668,3401214672338768,Ummu Lubis,ummu.lubis9718@gmail.com,087847671757,Islam,"Jl. Brigjen Katamso No.84, RT 15/RW 06, Kulon Progo, DI Yogyakarta",Perempuan,"Kulon Progo, 25/12/2007",2024,MAN 22 Kulon Progo
CM000642,6980955735,7171060998765674,Ummu Firmansyah,ummu.firmansyah8506@gmail.com,081844811013,Islam,"Jl. MT. Haryono No.38, RT 09/RW 10, Manado, Sulawesi Utara",Perempuan,"Manado, 21/02/2006",2023,MAN Harapan Bangsa Manado
CM000643,4522461458,5103297515355272,Erwin Sihombing,erwin.sihombing3163@gmail.com,089890806907,Islam,"Jl. Soekarno Hatta No.94, RT 16/RW 06, Tabanan, Bali",Laki-laki,"Tabanan, 13/02/2007",2025,MA Swasta Unggulan Tabanan
CM000644,6274893632,5201279839543168,Bunga Permana,bunga.permana7754@gmail.com,085303018222,Islam,"Jl. Pahlawan No.14, RT 15/RW 08, Lombok Barat, Nusa Tenggara Barat",Perempuan,"Lombok Barat, 23/06/2007",2025,SMK Swasta Nusantara Lombok Barat
CM000645,6552903312,3671778329640060,Mira Mulyadi,mira.mulyadi2496@gmail.com,088168098170,Konghucu,"Jl. Hayam Wuruk No.4, RT 06/RW 08, Tangerang, Banten",Perempuan,"Tangerang, 28/03/2006",2023,MA Negeri 20 Tangerang
CM000646,3151266940,8172956660382180,Cipto Gunawan,cipto.gunawan5744@gmail.com,085661870864,Islam,"Jl. Merdeka No.103, RT 02/RW 03, Tual, Maluku",Laki-laki,"Tual, 17/08/2005",2024,MA Swasta 17 Tual
CM000647,5651875133,7171513967327721,Desi Nasution,desi.nasution383@gmail.com,081927286451,Islam,"Jl. Brigjen Katamso No.147, RT 06/RW 02, Manado, Sulawesi Utara",Perempuan,"Manado, 19/08/2007",2024,MA Swasta 23 Manado
CM000648,9234368533,7171961466728672,Guntur Hutapea,guntur.hutapea5326@gmail.com,082237232753,Islam,"Jl. Brigjen Katamso No.131, RT 07/RW 08, Manado, Sulawesi Utara",Laki-laki,"Manado, 17/01/2005",2023,SMAN Unggulan Manado
CM000649,0618793369,1872884960482570,Zelda Mulyadi,zelda.mulyadi6553@gmail.com,089835631946,Islam,"Jl. Merdeka No.89, RT 06/RW 03, Metro, Lampung",Perempuan,"Metro, 01/07/2007",2024,SMAN Al-Azhar Metro
CM000650,8547154314,9407705058299013,Nadia Kusuma,nadia.kusuma3460@gmail.com,089724636071,Islam,"Jl. Sultan Agung No.178, RT 20/RW 05, Mimika, Papua",Perempuan,"Mimika, 07/04/2006",2023,SMA Swasta 5 Mimika
CM000651,1622188546,3372138471072942,Tika Mulyadi,tika.mulyadi7950@gmail.com,085631988795,Islam,"Jl. Tentara Pelajar No.2, RT 09/RW 02, Surakarta, Jawa Tengah",Perempuan,"Surakarta, 17/03/2004",2022,SMKN 4 Surakarta
CM000652,3789232967,7171072257857212,Laras Ramadhani,laras.ramadhani9838@gmail.com,083124398449,Islam,"Jl. Panglima Besar No.178, RT 14/RW 08, Manado, Sulawesi Utara",Perempuan,"Manado, 23/09/2005",2023,MA Negeri Kartini Manado
CM000653,2564588247,3171870192001110,Leo Pamungkas,leo.pamungkas4820@gmail.com,081457335896,Islam,"Jl. Imam Bonjol No.167, RT 01/RW 06, Jakarta Pusat, DKI Jakarta",Laki-laki,"Jakarta Pusat, 17/11/2007",2025,SMA Swasta 11 Jakarta Pusat
CM000654,8080011255,6474505139586240,Annisa Wardana,annisa.wardana6765@gmail.com,088122215596,Islam,"Jl. Raya Utama No.115, RT 03/RW 03, Bontang, Kalimantan Timur",Perempuan,"Bontang, 19/12/2007",2024,MA Swasta Pancasila Bontang
CM000655,4907715000,1471314781298175,Yusuf Lestari,yusuf.lestari3614@gmail.com,088187106540,Islam,"Jl. Panglima Besar No.154, RT 02/RW 03, Pekanbaru, Riau",Laki-laki,"Pekanbaru, 07/02/2007",2021,MA Negeri 12 Pekanbaru
CM000656,3685789914,5104862629269061,Ragil Firmansyah,ragil.firmansyah9857@gmail.com,089728587594,Islam,"Jl. Hayam Wuruk No.149, RT 08/RW 02, Gianyar, Bali",Laki-laki,"Gianyar, 10/09/2003",2022,SMK Negeri 14 Gianyar
CM000657,3387504420,1402678038840974,Dwi Mahendra,dwi.mahendra3672@gmail.com,082122686295,Islam,"Jl. Sultan Agung No.129, RT 04/RW 03, Bengkalis, Riau",Laki-laki,"Bengkalis, 16/08/2006",2024,SMA Negeri Hasanuddin Bengkalis
CM000658,0531284667,3173919372399469,Dedy Fitriani,dedy.fitriani9949@gmail.com,085744756064,Islam,"Jl. Sudirman No.104, RT 16/RW 10, Jakarta Barat, DKI Jakarta",Laki-laki,"Jakarta Barat, 13/01/2004",2023,SMK Negeri Kartini Jakarta Barat
CM000659,0859589952,8101796733096378,Kartika Susanto,kartika.susanto2224@gmail.com,085222651891,Kristen,"Jl. Teuku Umar No.41, RT 20/RW 07, Maluku Tengah, Maluku",Perempuan,"Maluku Tengah, 07/03/2005",2024,SMK Swasta 1 Maluku Tengah
CM000660,5580996416,1872329750960941,Clara Salim,clara.salim1365@gmail.com,081157739003,Islam,"Jl. Sultan Agung No.83, RT 01/RW 07, Metro, Lampung",Perempuan,"Metro, 08/04/2006",2025,SMA Swasta 19 Metro
CM000661,1980861641,9271681026633496,Okta Hartono,okta.hartono490@gmail.com,087784538139,Buddha,"Jl. Sisingamangaraja No.152, RT 03/RW 05, Sorong, Papua",Laki-laki,"Sorong, 13/07/2005",2024,MA Negeri 15 Sorong
CM000662,2789541429,1374197396096370,Dina Ramadhan,dina.ramadhan7954@gmail.com,082106514872,Islam,"Jl. Sudirman No.123, RT 01/RW 09, Payakumbuh, Sumatera Barat",Perempuan,"Payakumbuh, 18/02/2003",2022,SMK Swasta 13 Payakumbuh
CM000663,4296546427,1871816615355933,Yasmin Kurniawan,yasmin.kurniawan7324@gmail.com,089914004554,Islam,"Jl. Ahmad Yani No.89, RT 14/RW 02, Bandar Lampung, Lampung",Perempuan,"Bandar Lampung, 13/03/2004",2023,SMA Swasta Budi Utomo Bandar Lampung
CM000664,1584863417,3278415919712195,Nanda Nugraha,nanda.nugraha1937@gmail.com,089839649018,Islam,"Jl. Soekarno Hatta No.98, RT 17/RW 09, Tasikmalaya, Jawa Barat",Laki-laki,"Tasikmalaya, 08/03/2003",2022,SMA Negeri Al-Azhar Tasikmalaya
CM000665,3138141513,6402904299953959,Eka Pratama,eka.pratama2197@gmail.com,081663794097,Islam,"Jl. MT. Haryono No.97, RT 04/RW 01, Kutai Kartanegara, Kalimantan Timur",Perempuan,"Kutai Kartanegara, 01/09/2005",2022,SMK Swasta Islam Terpadu Kutai Kartanegara
CM000666,7238216775,1272789858733455,Oki Firmansyah,oki.firmansyah6804@gmail.com,088114068812,Islam,"Jl. Sultan Agung No.163, RT 18/RW 02, Pematangsiantar, Sumatera Utara",Laki-laki,"Pematangsiantar, 07/07/2006",2025,SMA Negeri Terpadu Pematangsiantar
CM000667,1789827807,7373761625187458,Salsa Putranto,salsa.putranto1914@gmail.com,081974745052,Islam,"Jl. Sisingamangaraja No.76, RT 20/RW 02, Palopo, Sulawesi Selatan",Perempuan,"Palopo, 21/11/2008",2025,SMK Negeri Islam Terpadu Palopo
CM000668,8654347558,3302571473740451,Vino Gunawan,vino.gunawan9819@gmail.com,089525685513,Islam,"Jl. Veteran No.64, RT 17/RW 06, Purwokerto, Jawa Tengah",Laki-laki,"Purwokerto, 24/02/2007",2024,SMA Swasta 24 Purwokerto
CM000669,2852352351,3572426075339137,Bima Suryadi,bima.suryadi83@gmail.com,081711333895,Islam,"Jl. RE. Martadinata No.16, RT 16/RW 01, Blitar, Jawa Timur",Laki-laki,"Blitar, 23/06/2004",2022,SMA Negeri Unggulan Blitar
CM000670,2163500905,3573900779060771,Kukuh Manurung,kukuh.manurung4182@gmail.com,085758361094,Islam,"Jl. Hayam Wuruk No.114, RT 08/RW 10, Malang, Jawa Timur",Laki-laki,"Malang, 03/04/2007",2024,SMKN 8 Malang
CM000671,5059322539,3173063848268851,Kartika Sihombing,kartika.sihombing551@gmail.com,081681741925,Islam,"Jl. Gatot Subroto No.186, RT 16/RW 09, Jakarta Barat, DKI Jakarta",Perempuan,"Jakarta Barat, 27/05/2003",2022,SMA Swasta 15 Jakarta Barat
CM000672,0866127223,3376491102638422,Yogi Adiputra,yogi.adiputra6023@gmail.com,089828795454,Islam,"Jl. Panglima Besar No.58, RT 06/RW 03, Tegal, Jawa Tengah",Laki-laki,"Tegal, 12/11/2005",2023,MAN 12 Tegal
CM000673,3831296666,8172524312574233,Nadia Hermawan,nadia.hermawan7600@gmail.com,081731262886,Islam,"Jl. Tentara Pelajar No.118, RT 12/RW 10, Tual, Maluku",Perempuan,"Tual, 01/07/2006",2025,SMKN Diponegoro Tual
CM000674,5056698831,1871021348773174,Joko Hartono,joko.hartono4332@gmail.com,081364919098,Islam,"Jl. Sultan Agung No.186, RT 12/RW 05, Bandar Lampung, Lampung",Laki-laki,"Bandar Lampung, 15/11/2004",2023,SMA Swasta Budi Utomo Bandar Lampung
CM000675,4058944912,1174975049386936,Raka Sudirman,raka.sudirman4455@gmail.com,085293545591,Islam,"Jl. Brigjen Katamso No.50, RT 17/RW 07, Langsa, Aceh",Laki-laki,"Langsa, 06/01/2007",2025,SMK Negeri 4 Langsa
CM000676,1088770954,6471368958238679,Faisal Nugraha,faisal.nugraha7758@gmail.com,085638445660,Hindu,"Jl. Imam Bonjol No.106, RT 05/RW 10, Samarinda, Kalimantan Timur",Laki-laki,"Samarinda, 15/11/2005",2023,SMKN Plus Samarinda
CM000677,1908332841,3302771130796308,Randy Wijaya,randy.wijaya3405@gmail.com,085206203883,Islam,"Jl. Brigjen Katamso No.166, RT 09/RW 03, Purwokerto, Jawa Tengah",Laki-laki,"Purwokerto, 26/07/2005",2023,SMKN Sudirman Purwokerto
CM000678,7923321758,3674638868004969,Nanda Maulana,nanda.maulana3459@gmail.com,082369291826,Islam,"Jl. Gatot Subroto No.179, RT 13/RW 08, Tangerang Selatan, Banten",Laki-laki,"Tangerang Selatan, 10/03/2007",2025,MA Swasta Hasanuddin Tangerang Selatan
CM000679,4713811982,3273263027698767,Yusuf Handayani,yusuf.handayani6559@gmail.com,088181420194,Islam,"Jl. Imam Bonjol No.112, RT 10/RW 01, Bandung, Jawa Barat",Laki-laki,"Bandung, 02/07/2005",2024,MA Negeri Al-Azhar Bandung
CM000680,5479627439,3578792720001047,Viola Permana,viola.permana7790@gmail.com,089808961851,Islam,"Jl. Cut Nyak Dien No.21, RT 06/RW 02, Surabaya, Jawa Timur",Perempuan,"Surabaya, 25/03/2008",2025,SMKN Kartini Surabaya
CM000681,8097218856,5104588080036193,Lukman Putranto,lukman.putranto1399@gmail.com,081861241098,Islam,"Jl. RE. Martadinata No.90, RT 16/RW 08, Gianyar, Bali",Laki-laki,"Gianyar, 09/03/2005",2024,SMK Negeri Cendekia Gianyar
CM000682,1761009703,9271719665132964,Taufik Oktaviani,taufik.oktaviani6363@gmail.com,081827881510,Islam,"Jl. MT. Haryono No.176, RT 19/RW 10, Sorong, Papua",Laki-laki,"Sorong, 13/11/2004",2022,MA Swasta Al-Azhar Sorong
CM000683,1800724162,8171802455699349,Yuni Suryadi,yuni.suryadi8424@gmail.com,087760624126,Hindu,"Jl. Sudirman No.183, RT 12/RW 04, Ambon, Maluku",Perempuan,"Ambon, 14/01/2004",2022,SMK Swasta Harapan Bangsa Ambon
CM000684,7233416104,1402848234517514,Melati Iskandar,melati.iskandar6976@gmail.com,089977237403,Islam,"Jl. Pemuda No.38, RT 16/RW 09, Bengkalis, Riau",Perempuan,"Bengkalis, 10/07/2007",2024,SMK Negeri Plus Bengkalis
CM000685,7933770343,7308925959008610,Okta Susanto,okta.susanto5891@gmail.com,081299753117,Katolik,"Jl. Raya Utama No.1, RT 09/RW 03, Bone, Sulawesi Selatan",Laki-laki,"Bone, 25/09/2007",2024,MAN 20 Bone
CM000686,9446562390,1402866140937433,Rina Iskandar,rina.iskandar7208@gmail.com,085513571421,Islam,"Jl. Pahlawan No.139, RT 10/RW 10, Bengkalis, Riau",Perempuan,"Bengkalis, 20/07/2004",2022,SMA Negeri 21 Bengkalis
CM000687,4645666150,6472925675837286,Annisa Ibrahim,annisa.ibrahim3359@gmail.com,089728854154,Islam,"Jl. Panglima Besar No.164, RT 05/RW 05, Balikpapan, Kalimantan Timur",Perempuan,"Balikpapan, 13/09/2006",2023,SMA Negeri Al-Azhar Balikpapan
CM000688,4703291531,1174538823617908,Kartika Situmorang,kartika.situmorang3499@gmail.com,088278135355,Islam,"Jl. Sultan Agung No.163, RT 05/RW 07, Langsa, Aceh",Perempuan,"Langsa, 21/04/2005",2024,MA Swasta 11 Langsa
CM000689,6239624227,3575787280397840,Hadi Anggraini,hadi.anggraini9666@gmail.com,089905681217,Islam,"Jl. Merdeka No.79, RT 06/RW 10, Madiun, Jawa Timur",Laki-laki,"Madiun, 26/10/2007",2024,MAN Hasanuddin Madiun
CM000690,0306805451,3376854464733022,Desi Manurung,desi.manurung3974@gmail.com,088281476439,Islam,"Jl. Hayam Wuruk No.90, RT 19/RW 08, Tegal, Jawa Tengah",Perempuan,"Tegal, 13/06/2006",2023,SMA Negeri Sudirman Tegal
CM000691,0779619950,1401823210045274,Nanda Sinaga,nanda.sinaga9967@gmail.com,083136211583,Islam,"Jl. Brigjen Katamso No.156, RT 04/RW 04, Kampar, Riau",Laki-laki,"Kampar, 28/09/2007",2025,SMA Negeri Islam Terpadu Kampar
CM000692,1772747281,7173920908997205,Nurul Susanto,nurul.susanto6310@gmail.com,085747155952,Islam,"Jl. MT. Haryono No.108, RT 16/RW 04, Tomohon, Sulawesi Utara",Perempuan,"Tomohon, 25/12/2007",2025,SMA Swasta 19 Tomohon
CM000693,2739393473,3375586221038421,Wahyu Lestari,wahyu.lestari7523@gmail.com,089588048131,Islam,"Jl. Teuku Umar No.99, RT 20/RW 04, Pekalongan, Jawa Tengah",Laki-laki,"Pekalongan, 19/04/2004",2021,SMA Negeri Muhammadiyah Pekalongan
CM000694,2252562977,6474421827887266,Bima Hidayat,bima.hidayat5764@gmail.com,085812220589,Islam,"Jl. Merdeka No.164, RT 14/RW 08, Bontang, Kalimantan Timur",Laki-laki,"Bontang, 23/12/2005",2024,SMA Swasta Diponegoro Bontang
CM000695,1179985981,3174345668008415,Bayu Firmansyah,bayu.firmansyah5588@gmail.com,085870523031,Hindu,"Jl. Tentara Pelajar No.90, RT 07/RW 01, Jakarta Selatan, DKI Jakarta",Laki-laki,"Jakarta Selatan, 10/07/2004",2023,SMA Negeri 10 Jakarta Selatan
CM000696,1067149344,7174655999682765,Clara Nugroho,clara.nugroho267@gmail.com,088144001044,Konghucu,"Jl. Gatot Subroto No.107, RT 02/RW 09, Kotamobagu, Sulawesi Utara",Perempuan,"Kotamobagu, 10/04/2006",2023,SMA Negeri Budi Utomo Kotamobagu
CM000697,9689174191,6472907396274865,Prima Nugraha,prima.nugraha4814@gmail.com,081437500167,Islam,"Jl. Diponegoro No.16, RT 13/RW 09, Balikpapan, Kalimantan Timur",Laki-laki,"Balikpapan, 07/12/2008",2025,SMAN Cendekia Balikpapan
CM000698,1816186705,1471149364885083,Widya Lestari,widya.lestari1142@gmail.com,083845819735,Islam,"Jl. Soekarno Hatta No.151, RT 03/RW 09, Pekanbaru, Riau",Perempuan,"Pekanbaru, 22/04/2008",2025,SMK Swasta Diponegoro Pekanbaru
CM000699,0345476934,9271825830099938,Gita Setiawan,gita.setiawan9744@gmail.com,087875125106,Islam,"Jl. Diponegoro No.25, RT 20/RW 08, Sorong, Papua",Perempuan,"Sorong, 18/02/2007",2025,SMA Negeri 9 Sorong
CM000700,8531346012,1273816857413472,Ilham Iskandar,ilham.iskandar431@gmail.com,081220416610,Kristen,"Jl. Panglima Besar No.140, RT 03/RW 01, Binjai, Sumatera Utara",Laki-laki,"Binjai, 27/09/2007",2025,MA Negeri Pembangunan Binjai
CM000701,6615447026,5272317907326193,Galuh Sulistyowati,galuh.sulistyowati6814@gmail.com,088150920643,Kristen,"Jl. Veteran No.48, RT 13/RW 04, Bima, Nusa Tenggara Barat",Perempuan,"Bima, 10/08/2007",2024,MAN Hasanuddin Bima
CM000702,8718875157,3373593885792191,Widya Oktaviani,widya.oktaviani3384@gmail.com,089750592393,Islam,"Jl. Gatot Subroto No.1, RT 07/RW 04, Salatiga, Jawa Tengah",Perempuan,"Salatiga, 09/04/2003",2022,SMKN 19 Salatiga
CM000703,2387588593,1274159944920529,Willy Sihombing,willy.sihombing7759@gmail.com,088270709916,Islam,"Jl. Sudirman No.121, RT 12/RW 03, Tebing Tinggi, Sumatera Utara",Laki-laki,"Tebing Tinggi, 10/03/2005",2022,MA Negeri 2 Tebing Tinggi
CM000704,7879968633,3201758823745330,Adinda Permana,adinda.permana2863@gmail.com,083189151685,Islam,"Jl. Diponegoro No.129, RT 05/RW 08, Bogor, Jawa Barat",Perempuan,"Bogor, 12/10/2006",2025,SMKN 1 Bogor
CM000705,6779237687,3277776261883895,Dedy Kurniawan,dedy.kurniawan3258@gmail.com,082118607748,Islam,"Jl. Sisingamangaraja No.20, RT 17/RW 08, Cimahi, Jawa Barat",Laki-laki,"Cimahi, 17/01/2007",2025,SMK Negeri 25 Cimahi
CM000706,2951332705,5103969826933214,Gilang Sinaga,gilang.sinaga4320@gmail.com,082393513339,Islam,"Jl. Sisingamangaraja No.120, RT 13/RW 03, Tabanan, Bali",Laki-laki,"Tabanan, 24/10/2006",2024,SMKN Kartini Tabanan
CM000707,2714041770,8172470632960074,Maya Hasan,maya.hasan4157@gmail.com,081385437833,Islam,"Jl. RE. Martadinata No.134, RT 20/RW 05, Tual, Maluku",Perempuan,"Tual, 14/03/2006",2023,SMAN Plus Tual
CM000708,0927216468,3274485713331661,Irwan Fitriani,irwan.fitriani1380@gmail.com,081731385433,Islam,"Jl. Pemuda No.137, RT 01/RW 01, Cirebon, Jawa Barat",Laki-laki,"Cirebon, 10/08/2004",2023,SMK Swasta 21 Cirebon
CM000709,6294071213,7373484759209570,Irfan Kusuma,irfan.kusuma7287@gmail.com,081255837222,Katolik,"Jl. MT. Haryono No.58, RT 07/RW 02, Palopo, Sulawesi Selatan",Laki-laki,"Palopo, 05/12/2007",2025,SMA Negeri 20 Palopo
CM000710,4203601148,3302421722309265,Ulfa Firmansyah,ulfa.firmansyah3922@gmail.com,085588169908,Islam,"Jl. Sudirman No.163, RT 07/RW 10, Purwokerto, Jawa Tengah",Perempuan,"Purwokerto, 19/04/2008",2025,SMK Negeri 13 Purwokerto
CM000711,3448962393,3401205075388614,Indah Hakim,indah.hakim2952@gmail.com,082122040892,Islam,"Jl. Soekarno Hatta No.150, RT 10/RW 04, Kulon Progo, DI Yogyakarta",Perempuan,"Kulon Progo, 01/11/2006",2023,SMAN 12 Kulon Progo
CM000712,7004321008,1173529886557025,Okta Mulyadi,okta.mulyadi1690@gmail.com,085611244686,Islam,"Jl. Sudirman No.110, RT 15/RW 10, Sabang, Aceh",Laki-laki,"Sabang, 04/05/2004",2023,SMA Swasta Hasanuddin Sabang
CM000713,7051852904,8101070304118102,Nabila Suharto,nabila.suharto9440@gmail.com,081258851774,Islam,"Jl. Hayam Wuruk No.72, RT 18/RW 08, Maluku Tengah, Maluku",Perempuan,"Maluku Tengah, 25/04/2006",2024,SMA Swasta Hasanuddin Maluku Tengah
CM000714,7409709295,3302089630512877,Binar Maulana,binar.maulana2717@gmail.com,081349461382,Islam,"Jl. Pemuda No.1, RT 04/RW 07, Purwokerto, Jawa Tengah",Perempuan,"Purwokerto, 22/01/2007",2024,SMK Negeri 14 Purwokerto
CM000715,8734131902,1371274952866979,Amelia Hidayat,amelia.hidayat7953@gmail.com,081261223327,Islam,"Jl. Imam Bonjol No.164, RT 08/RW 08, Padang, Sumatera Barat",Perempuan,"Padang, 10/07/2006",2023,MAN 4 Padang
CM000716,8608122843,7173143285308216,Ragil Adiputra,ragil.adiputra4813@gmail.com,085280267024,Islam,"Jl. Veteran No.45, RT 05/RW 07, Tomohon, Sulawesi Utara",Laki-laki,"Tomohon, 02/09/2004",2023,SMA Negeri Unggulan Tomohon
CM000717,1621733584,3172009590376426,Dewi Oktaviani,dewi.oktaviani3530@gmail.com,085267184586,Islam,"Jl. Panglima Besar No.191, RT 19/RW 02, Jakarta Utara, DKI Jakarta",Perempuan,"Jakarta Utara, 15/05/2006",2025,MAN Pancasila Jakarta Utara
CM000718,3534098691,1472898942323690,Berlian Sihombing,berlian.sihombing1389@gmail.com,081784223571,Islam,"Jl. Brigjen Katamso No.40, RT 09/RW 01, Dumai, Riau",Perempuan,"Dumai, 28/11/2006",2024,SMKN 12 Dumai
CM000719,1349760546,7371993887479094,Erwin Soetomo,erwin.soetomo7312@gmail.com,089732670856,Islam,"Jl. Sudirman No.14, RT 18/RW 03, Makassar, Sulawesi Selatan",Laki-laki,"Makassar, 06/01/2003",2022,SMK Swasta Muhammadiyah Makassar
CM000720,2965754282,3274177908268410,Ulfa Gunawan,ulfa.gunawan2159@gmail.com,089778474982,Buddha,"Jl. Veteran No.35, RT 11/RW 08, Cirebon, Jawa Barat",Perempuan,"Cirebon, 06/03/2006",2023,MA Swasta 17 Cirebon
CM000721,3296157615,1273208047059420,Bagas Nugroho,bagas.nugroho3551@gmail.com,088208319063,Katolik,"Jl. Soekarno Hatta No.172, RT 19/RW 10, Binjai, Sumatera Utara",Laki-laki,"Binjai, 21/02/2003",2022,SMK Negeri 6 Binjai
CM000722,0924616419,1171461467467802,Dina Firmansyah,dina.firmansyah2330@gmail.com,081610330840,Islam,"Jl. Sultan Agung No.5, RT 15/RW 03, Banda Aceh, Aceh",Perempuan,"Banda Aceh, 15/02/2007",2024,SMA Swasta Cendekia Banda Aceh
CM000723,9895633670,5108966317165992,Guntur Sihombing,guntur.sihombing5436@gmail.com,087800011842,Islam,"Jl. Sudirman No.161, RT 12/RW 07, Karangasem, Bali",Laki-laki,"Karangasem, 04/12/2003",2022,SMK Swasta 16 Karangasem
CM000724,6869683914,3572825634932553,Ilham Sulistyowati,ilham.sulistyowati9205@gmail.com,089909103962,Islam,"Jl. MT. Haryono No.12, RT 11/RW 03, Blitar, Jawa Timur",Laki-laki,"Blitar, 13/02/2008",2025,SMK Swasta 4 Blitar
CM000725,5031940002,5203048212257037,Evan Hasan,evan.hasan9847@gmail.com,081618348380,Islam,"Jl. Ahmad Yani No.122, RT 10/RW 04, Sumbawa, Nusa Tenggara Barat",Laki-laki,"Sumbawa, 25/02/2005",2023,SMKN 14 Sumbawa
CM000726,1947521984,1174747290023665,Cahaya Kusuma,cahaya.kusuma1067@gmail.com,089598291354,Islam,"Jl. Sisingamangaraja No.193, RT 13/RW 04, Langsa, Aceh",Perempuan,"Langsa, 09/03/2004",2023,SMA Swasta 10 Langsa
CM000727,1689844151,5171274394415446,Taufik Rasyid,taufik.rasyid6459@gmail.com,085802169881,Islam,"Jl. Raya Utama No.177, RT 12/RW 09, Denpasar, Bali",Laki-laki,"Denpasar, 27/06/2006",2023,MAN Pancasila Denpasar
